-скользкий;русский;пустой карман ('нет денег');карман;"отсутствие ресурса, отличительных качеств; малая интенсивность";физ.свойства;гладкий;п
-скользкий;русский;обычный человек (не выделяется на фоне остальных);человек;"отсутствие ресурса, отличительных качеств; малая интенсивность";;гладкий;п
-скользкий;русский;тихие шаги;шиг;"отсутствие ресурса, отличительных качеств; малая интенсивность";физ.свойства: звук;гладкий;п
-скользкий;русский;тихий стук в дверь;стук;"отсутствие ресурса, отличительных качеств; малая интенсивность";физ.свойства: звук;гладкий;п
-скользкий;русский;слабый дождь;дождь;"отсутствие ресурса, отличительных качеств; малая интенсивность";низкая степень;гладкий;п
-скользкий;русский;медленное течение реки;течение;"отсутствие ресурса, отличительных качеств; малая интенсивность";низкая скорость;гладкий;п
-гладкий;русский;скользкая заледеневшая дорога;дорога;скользкая опорная поверхность, покрытая льдом;физ.свойства;гладкий;и
-гладкий;русский;скользкие заледеневшие ступеньки;ступенька;скользкая опорная поверхность, покрытая льдом;физ.свойства;гладкий;и
-гладкий;русский;скользкий мокрый пол;пол;скользкая опорная поверхность, не покрытая льдом;физ.свойства;гладкий;и
-гладкий;русский;скользкая лестница;лестница;скользкая опорная поверхность, не покрытая льдом;физ.свойства;гладкий;и
-гладкий;русский;скользкий паркет;паркет;скользкая опорная поверхность, не покрытая льдом;физ.свойства;гладкий;и
-гладкий;русский;скользкая рыба (только что пойманная);рыба;поверхность предмета, выскальзывающего из рук;физ.свойства;гладкий;и
-гладкий;русский;скользкое мыло;мыло;поверхность предмета, выскальзывающего из рук;физ.свойства;гладкий;и
-гладкий;русский;скользкие грибы;гриб;поверхность предмета, выскальзывающего из рук;физ.свойства;гладкий;и
-гладкий;русский;скользкие руки;рука;поверхность предмета, выскальзывающего из рук;физ.свойства;гладкий;и
-гладкий;русский;скользкая подошва;подошва;скользкая обувь и подошва обуви;физ.свойства;гладкий;и
-гладкий;русский;скользкие ботинки;ботинок;скользкая обувь и подошва обуви;физ.свойства;гладкий;и
-гладкий;русский;скользкий вопрос (неприятно обсуждать);вопрос;ненадежность: сфера деятельности;;гладкий;п
-гладкий;русский;скользкий путь (жизненный);путь;ненадежность: сфера деятельности;;гладкий;п
-гладкий;русский;скользкая тема;тема;ненадежность: сфера деятельности;;гладкий;п
-гладкий;русский;скользкий тип (может обмануть, подвести);тип;ненадежность: человек;качества человека;гладкий;п
-гладкий;русский;льстивый человек;человек;ненадежность: человек;качества человека;гладкий;п
-гладкий;русский;болтливый человек;человек;ненадежность: человек;качества человека;гладкий;п
-гладкий;русский;красноречивый человек;человек;быстрота, легкость выполнения действия;качества человека;гладкий;п
-гладкий;русский;ловкий человек;человек;быстрота, легкость выполнения действия;качества человека;гладкий;п
-гладкий;русский;сообразительный человек;человек;быстрота, легкость выполнения действия;качества человека;гладкий;п
-гладкий;русский;ровное место (обширный участок местности);место;участок местности без зрительно заметных неровностей;физ. свойства;гладкий;и
-гладкий;русский;ровная степь;степь;участок местности без зрительно заметных неровностей;физ. свойства;гладкий;и
-гладкий;русский;ровный луг;луг;участок местности без зрительно заметных неровностей;физ. свойства;гладкий;и
-гладкий;русский;ровная тундра;тундра;участок местности без зрительно заметных неровностей;физ. свойства;гладкий;и
-гладкий;русский;плоское место (нет холмов и гор);место;участок местности без холмов и гор;физ. свойства;гладкий;и
-гладкий;русский;плоская местность;местность;участок местности без холмов и гор;физ. свойства;гладкий;и
-гладкий;русский;плоский ландшафт;ландшафт;участок местности без холмов и гор;физ. свойства;гладкий;и
гладкий;русский;гладкая доска;доска;гладкие поверхности тактильно воспринимаемых предметов: артефакты;физ. свойства;гладкий;и
гладкий;русский;гладкий камень;камень;гладкие поверхности тактильно воспринимаемых предметов: артефакты;физ. свойства;гладкий;и
гладкий;русский;гладкая кожа (у девушки);кожа;гладкие поверхности тактильно воспринимаемых предметов: части тела;физ. свойства;гладкий;и
гладкий;русский;гладкая шерсть (у собаки);шерсть;;физ. свойства;гладкий;и
гладкий;русский;гладкие щеки (чисто выбритые);щека;;физ. свойства;гладкий;и
гладкий;русский;гладкий подбородок (чисто выбритый);подбородок;;физ. свойства;гладкий;и
гладкий;русский;гладкие волосы (хорошо причесанные);волосы;;физ. свойства;гладкий;и
гладкий;русский;гладкие перышки птицы;перышко;;физ. свойства;гладкий;и
гладкий;русский;ровная дорога (заасфальтированная);дорога;ровная дорога (нет выбоин, ухабов на поверхности);физ. свойства;гладкий;и
гладкий;русский;ровное шоссе;шоссе;ровная дорога (нет выбоин, ухабов на поверхности);физ. свойства;гладкий;и
-гладкий;русский;ровная тропинка;тропинка;ровная дорога (нет выбоин, ухабов на поверхности);физ. свойства;гладкий;и
гладкий;русский;гладкая поверхность воды в озере (при штиле);поверхность воды;"поверхность воды в водоеме (+ везде: возможна ли сочетаемость с названием самого водоема и со словом ""вода"")";физ. свойства;гладкий;и
-гладкий;русский;ровный пол;пол;зрительно воспринимаемые поверхности артефактов: горизонтальные;физ. свойства;гладкий;и
-гладкий;русский;ровный потолок;потолок;зрительно воспринимаемые поверхности артефактов: горизонтальные;физ. свойства;гладкий;и
-гладкий;русский;ровная стена;стена;зрительно воспринимаемые поверхности артефактов: вертикальные;физ. свойства;гладкий;и
-гладкий;русский;ровный забор;забор;зрительно воспринимаемые поверхности артефактов: вертикальные;физ. свойства;гладкий;и
-гладкий;русский;красивая девушка;девушка;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-гладкий;русский;стройная девушка;девушка;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-гладкий;русский;добрый человек;человек;отсутствие недостатков, затруднений: характеристика человека;качества человека;гладкий;п
-гладкий;русский;мягкий человек;человек;отсутствие недостатков, затруднений: характеристика человека;качества человека;гладкий;п
-гладкий;русский;аккуратный человек;человек;отсутствие недостатков, затруднений: характеристика человека;качества человека;гладкий;п
-гладкий;русский;красивый парень;парень;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-гладкий;русский;стройный парень;парень;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-гладкий;русский;красивый человек;человек;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-гладкий;русский;стройный человек;человек;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-гладкий;русский;приятный вкус (+ сочетаемость с названиями естественных для информанта блюд);вкус;отсутствие недостатков, затруднений: вкус;физ.свойства: вкус;гладкий;п
-гладкий;русский;равные расстояния между селами.;расстояние;равномерность: статичные объекты;физ. свойства;гладкий;п
-гладкий;русский;ровный загар.;загар;равномерность: статичные объекты;физ. свойства;гладкий;п
-гладкий;русский;одинаково хорошее качество;качество;равномерность: статичные объекты;;гладкий;п
-гладкий;русский;равные промежутки времени.;промежутки времени;равномерность: статичные объекты;;гладкий;п
-гладкий;русский;ровный звук (всё время одинаковый).;звук;равномерность: действия, процессы;физ. свойства: звук;гладкий;п
-гладкий;русский;ровный ритм;ритм;равномерность: действия, процессы;физ. свойства: звук;гладкий;п
-гладкий;русский;постоянная скорость;скорость;равномерность: действия, процессы;скорость;гладкий;п
-гладкий;русский;ровное гудение;гудение;равномерность: действия, процессы;физ. свойства: звук;гладкий;п
-гладкий;русский;ровное дыхание;дыхание;равномерность: действия, процессы;физ. свойства: звук;гладкий;п
-гладкий;русский;ровная линия (прямая);линия;ровная линия, край;физ. свойства: форма;гладкий;п
-гладкий;русский;прямая дорога;дорога;ровная линия, край;физ. свойства: форма;гладкий;п
гладкий;русский;гладкая ткань (без рисунка);ткань;"отсутствие ресурса, отличительных качеств; малая интенсивность";физ.свойства;гладкий;п
-гладкий;русский;простой, легкий для понимания текст (положительная оценка);текст;"отсутствие ресурса, отличительных качеств; малая интенсивность";;гладкий;п
-гладкий;русский;слабая боль.;боль;"отсутствие ресурса, отличительных качеств; малая интенсивность";низкая степень;гладкий;п
-гладкий;русский;тихий шепот;шепот;"отсутствие ресурса, отличительных качеств; малая интенсивность";низкая степень;гладкий;п
-гладкий;русский;фасад без украшений.;фасад;"отсутствие ресурса, отличительных качеств; малая интенсивность";физ.свойства;гладкий;п
-гладкий;русский;пустой карман ('нет денег');карман;"отсутствие ресурса, отличительных качеств; малая интенсивность";физ.свойства;гладкий;п
-гладкий;русский;обычный человек (не выделяется на фоне остальных);человек;"отсутствие ресурса, отличительных качеств; малая интенсивность";;гладкий;п
-гладкий;русский;тихие шаги;шиг;"отсутствие ресурса, отличительных качеств; малая интенсивность";физ.свойства: звук;гладкий;п
-гладкий;русский;тихий стук в дверь;стук;"отсутствие ресурса, отличительных качеств; малая интенсивность";физ.свойства: звук;гладкий;п
-гладкий;русский;слабый дождь;дождь;"отсутствие ресурса, отличительных качеств; малая интенсивность";низкая степень;гладкий;п
-гладкий;русский;медленное течение реки;течение;"отсутствие ресурса, отличительных качеств; малая интенсивность";низкая скорость;гладкий;п
-ровный;русский;скользкая заледеневшая дорога;дорога;скользкая опорная поверхность, покрытая льдом;физ.свойства;гладкий;и
-ровный;русский;скользкие заледеневшие ступеньки;ступенька;скользкая опорная поверхность, покрытая льдом;физ.свойства;гладкий;и
-ровный;русский;скользкий мокрый пол;пол;скользкая опорная поверхность, не покрытая льдом;физ.свойства;гладкий;и
-ровный;русский;скользкая лестница;лестница;скользкая опорная поверхность, не покрытая льдом;физ.свойства;гладкий;и
-ровный;русский;скользкий паркет;паркет;скользкая опорная поверхность, не покрытая льдом;физ.свойства;гладкий;и
-ровный;русский;скользкая рыба (только что пойманная);рыба;поверхность предмета, выскальзывающего из рук;физ.свойства;гладкий;и
-ровный;русский;скользкое мыло;мыло;поверхность предмета, выскальзывающего из рук;физ.свойства;гладкий;и
-ровный;русский;скользкие грибы;гриб;поверхность предмета, выскальзывающего из рук;физ.свойства;гладкий;и
-ровный;русский;скользкие руки;рука;поверхность предмета, выскальзывающего из рук;физ.свойства;гладкий;и
-ровный;русский;скользкая подошва;подошва;скользкая обувь и подошва обуви;физ.свойства;гладкий;и
-ровный;русский;скользкие ботинки;ботинок;скользкая обувь и подошва обуви;физ.свойства;гладкий;и
-ровный;русский;скользкий вопрос (неприятно обсуждать);вопрос;ненадежность: сфера деятельности;;гладкий;п
-ровный;русский;скользкий путь (жизненный);путь;ненадежность: сфера деятельности;;гладкий;п
-ровный;русский;скользкая тема;тема;ненадежность: сфера деятельности;;гладкий;п
-ровный;русский;скользкий тип (может обмануть, подвести);тип;ненадежность: человек;качества человека;гладкий;п
-ровный;русский;льстивый человек;человек;ненадежность: человек;качества человека;гладкий;п
-ровный;русский;болтливый человек;человек;ненадежность: человек;качества человека;гладкий;п
-ровный;русский;красноречивый человек;человек;быстрота, легкость выполнения действия;качества человека;гладкий;п
-ровный;русский;ловкий человек;человек;быстрота, легкость выполнения действия;качества человека;гладкий;п
-ровный;русский;сообразительный человек;человек;быстрота, легкость выполнения действия;качества человека;гладкий;п
ровный;русский;ровное место (обширный участок местности);место;участок местности без зрительно заметных неровностей;физ. свойства;гладкий;и
ровный;русский;ровная степь;степь;участок местности без зрительно заметных неровностей;физ. свойства;гладкий;и
ровный;русский;ровный луг;луг;участок местности без зрительно заметных неровностей;физ. свойства;гладкий;и
ровный;русский;ровная тундра;тундра;участок местности без зрительно заметных неровностей;физ. свойства;гладкий;и
ровный;русский;плоское место (нет холмов и гор);место;участок местности без холмов и гор;физ. свойства;гладкий;и
ровный;русский;плоская местность;местность;участок местности без холмов и гор;физ. свойства;гладкий;и
ровный;русский;плоский ландшафт;ландшафт;участок местности без холмов и гор;физ. свойства;гладкий;и
-ровный;русский;гладкая доска;доска;гладкие поверхности тактильно воспринимаемых предметов: артефакты;физ. свойства;гладкий;и
-ровный;русский;гладкий камень;камень;гладкие поверхности тактильно воспринимаемых предметов: артефакты;физ. свойства;гладкий;и
-ровный;русский;гладкая кожа (у девушки);кожа;гладкие поверхности тактильно воспринимаемых предметов: части тела;физ. свойства;гладкий;и
-ровный;русский;гладкая шерсть (у собаки);шерсть;;физ. свойства;гладкий;и
-ровный;русский;гладкие щеки (чисто выбритые);щека;;физ. свойства;гладкий;и
-ровный;русский;гладкий подбородок (чисто выбритый);подбородок;;физ. свойства;гладкий;и
-ровный;русский;гладкие волосы (хорошо причесанные);волосы;;физ. свойства;гладкий;и
-ровный;русский;гладкие перышки птицы;перышко;;физ. свойства;гладкий;и
ровный;русский;ровная дорога (заасфальтированная);дорога;ровная дорога (нет выбоин, ухабов на поверхности);физ. свойства;гладкий;и
ровный;русский;ровное шоссе;шоссе;ровная дорога (нет выбоин, ухабов на поверхности);физ. свойства;гладкий;и
ровный;русский;ровная тропинка;тропинка;ровная дорога (нет выбоин, ухабов на поверхности);физ. свойства;гладкий;и
-ровный;русский;гладкая поверхность воды в озере (при штиле);поверхность воды;"поверхность воды в водоеме (+ везде: возможна ли сочетаемость с названием самого водоема и со словом ""вода"")";физ. свойства;гладкий;и
ровный;русский;ровный пол;пол;зрительно воспринимаемые поверхности артефактов: горизонтальные;физ. свойства;гладкий;и
ровный;русский;ровный потолок;потолок;зрительно воспринимаемые поверхности артефактов: горизонтальные;физ. свойства;гладкий;и
ровный;русский;ровная стена;стена;зрительно воспринимаемые поверхности артефактов: вертикальные;физ. свойства;гладкий;и
ровный;русский;ровный забор;забор;зрительно воспринимаемые поверхности артефактов: вертикальные;физ. свойства;гладкий;и
-ровный;русский;красивая девушка;девушка;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-ровный;русский;стройная девушка;девушка;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-ровный;русский;добрый человек;человек;отсутствие недостатков, затруднений: характеристика человека;качества человека;гладкий;п
-ровный;русский;мягкий человек;человек;отсутствие недостатков, затруднений: характеристика человека;качества человека;гладкий;п
-ровный;русский;аккуратный человек;человек;отсутствие недостатков, затруднений: характеристика человека;качества человека;гладкий;п
-ровный;русский;красивый парень;парень;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-ровный;русский;стройный парень;парень;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-ровный;русский;красивый человек;человек;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-ровный;русский;стройный человек;человек;отсутствие недостатков, затруднений: характеристика человека;;гладкий;п
-ровный;русский;приятный вкус (+ сочетаемость с названиями естественных для информанта блюд);вкус;отсутствие недостатков, затруднений: вкус;физ.свойства: вкус;гладкий;п
ровный;русский;равные расстояния между селами.;расстояние;равномерность: статичные объекты;физ. свойства;гладкий;п
ровный;русский;ровный загар.;загар;равномерность: статичные объекты;физ. свойства;гладкий;п
-ровный;русский;одинаково хорошее качество;качество;равномерность: статичные объекты;;гладкий;п
-ровный;русский;равные промежутки времени.;промежутки времени;равномерность: статичные объекты;;гладкий;п
ровный;русский;ровный звук (всё время одинаковый).;звук;равномерность: действия, процессы;физ. свойства: звук;гладкий;п
ровный;русский;ровный ритм;ритм;равномерность: действия, процессы;физ. свойства: звук;гладкий;п
-ровный;русский;постоянная скорость;скорость;равномерность: действия, процессы;скорость;гладкий;п
ровный;русский;ровное гудение;гудение;равномерность: действия, процессы;физ. свойства: звук;гладкий;п
ровный;русский;ровное дыхание;дыхание;равномерность: действия, процессы;физ. свойства: звук;гладкий;п
ровный;русский;ровная линия (прямая);линия;ровная линия, край;физ. свойства: форма;гладкий;п
